Component,Description,Part,References,Value,Footprint,Quantity Per PCB,Datasheet,Author,SCEM,HelpURL,Status,ComponentLink1Description,SMD,ComponentLink2Description,Footprint Ref,Footprint Path,ComponentLink1URL,Manufacturer Part Number,Component Type,Mounted,ComponentHeight,Case,Socket,License,Part Description,Sense Comment,CreateDate,Manufacturer1 Part Number,Library Path,Pole4,Component Kind,Pin Count,Comment,Part Number,Library Name,Manufacturer1 ComponentHeight,Family,Status Comment,Library Ref,Manufacturer1 Example,ComponentLink2URL,LatestRevisionDate,Sense,Manufacturer,PackageDescription,PN,Val,Tolerance,PressFit,TC,Voltage,~,Device,Power,Bonding,Resistance,Color,Mouser Price/Stock,Mouser Part Number,Manufacturer_Name,Allied_Number,Height,RS Price/Stock,RS Part Number,Allied Price/Stock,Manufacturer_Part_Number,Field1
83,,R0402_49R9_1%_0.0625W_100PPM,R141 R164 R206 R207 R208 R211 R219 R226,R0402_49R9_1%_0.0625W_100PPM,RESC1005X40N,8,\\cern.ch\dfs\Applications\Altium\Datasheets\R0402_Phycomp_RC0402.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\R0402_Phycomp_RC0402.pdf,Not Recommended,,Yes,,RESC1005X40N,PcbLib\Resistors SMD.PcbLib,,R0402_49R9_1%_0.0625W_100PPM,Standard,Yes,~~,0402,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",General Purpose Thick Film Chip Resistor,~~,10/24/12 00:00:00,232270674999L or RC0402FR-0749R9L,SchLib\Resistors.SchLib,,Standard,2,=Value,R0402_49R9_1%_0.0625W_100PPM,Resistors SMD,0.4mm,,~~,Resistor - 1%,YAGEO PHYCOMP,,10/24/12 00:00:00,No,GENERIC,~~,,49R9,±1%,No,±100ppm/°C,~~,49R9,,0.0625W,,,,,,,,,,,,,
84,,R0402_51R_1%_0.0625W_100PPM,R1 R2 R3 R4 R5 R6 R7 R8 R9 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R23 R27 R106,R0402_51R_1%_0.0625W_100PPM,RESC1005X40N,25,\\cern.ch\dfs\Applications\Altium\Datasheets\R0402_Phycomp_RC0402.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\R0402_Phycomp_RC0402.pdf,Not Recommended,,Yes,,RESC1005X40N,PcbLib\Resistors SMD.PcbLib,,R0402_51R_1%_0.0625W_100PPM,Standard,Yes,~~,0402,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",General Purpose Thick Film Chip Resistor,~~,12/03/07 00:00:00,232270675109L,SchLib\Resistors.SchLib,,Standard,2,=Value,R0402_51R_1%_0.0625W_100PPM,Resistors SMD,0.4mm,,~~,Resistor - 1%,YAGEO PHYCOMP,,10/17/12 00:00:00,No,GENERIC,~~,,51,±1%,No,±100ppm/°C,~~,51,,0.0625W,,,,,,,,,,,,,
85,,R0402_5K1_1%_0.0625W_100PPM,R24 R25 R26,R0402_5K1_1%_0.0625W_100PPM,RESC1005X40N,3,\\cern.ch\dfs\Applications\Altium\Datasheets\R0402_Phycomp_RC0402.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\R0402_Phycomp_RC0402.pdf,Not Recommended,,Yes,,RESC1005X40N,PcbLib\Resistors SMD.PcbLib,,R0402_5K1_1%_0.0625W_100PPM,Standard,Yes,~~,0402,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",General Purpose Thick Film Chip Resistor,~~,12/03/07 00:00:00,232270675102L,SchLib\Resistors.SchLib,,Standard,2,=Value,R0402_5K1_1%_0.0625W_100PPM,Resistors SMD,0.4mm,,~~,Resistor - 1%,YAGEO PHYCOMP,,10/17/12 00:00:00,No,GENERIC,~~,,5k1,±1%,No,±100ppm/°C,~~,5k1,,0.0625W,,,,,,,,,,,,,
86,,R0402_82K_1%_0.0625W_100PPM,R108 R110 R212 R269,R0402_82K_1%_0.0625W_100PPM,RESC1005X40N,4,\\cern.ch\dfs\Applications\Altium\Datasheets\R0402_Phycomp_RC0402.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\R0402_Phycomp_RC0402.pdf,Not Recommended,,Yes,,RESC1005X40N,PcbLib\Resistors SMD.PcbLib,,R0402_82K_1%_0.0625W_100PPM,Standard,Yes,~~,0402,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",General Purpose Thick Film Chip Resistor,~~,12/03/07 00:00:00,232270678203L,SchLib\Resistors.SchLib,,Standard,2,=Value,R0402_82K_1%_0.0625W_100PPM,Resistors SMD,0.4mm,,~~,Resistor - 1%,YAGEO PHYCOMP,,10/17/12 00:00:00,No,GENERIC,~~,,82k,±1%,No,±100ppm/°C,~~,82k,,0.0625W,,,,,,,,,,,,,
87,,R0603_4K99_1%_0.063W_50PPM,R62 R64 R66,R0603_4K99_1%_0.063W_50PPM,RESC1608X55N,3,\\cern.ch\dfs\Applications\Altium\Datasheets\R0603_TYCO_CPF.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\R0603_TYCO_CPF.pdf,None,,Yes,,RESC1608X55N,PcbLib\Resistors SMD.PcbLib,,R0603_4K99_1%_0.063W_50PPM,Standard,Yes,~~,0603,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",General Purpose Thick Film Chip Resistor,~~,05/20/10 00:00:00,CPF0603F4K99C1,SchLib\Resistors.SchLib,,Standard,2,=Value,R0603_4K99_1%_0.063W_50PPM,Resistors SMD,0.55mm,,~~,Resistor - 1%,TYCO NEOHM,,05/20/10 00:00:00,No,GENERIC,~~,,4k99,±1%,No,±50ppm/°C,~~,4k99,,0.1W,,,,,,,,,,,,,
88,,R1206_0R02_1%_0.5W_100PPM,R182 R183,R1206_0R02_1%_0.5W_100PPM,RESC3216X80N,2,\\cern.ch\dfs\Applications\Altium\Datasheets\R1206_WELWYN_LRF.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\R1206_WELWYN_LRF.pdf,None,,Yes,,RESC3216X80N,PcbLib\Resistors SMD.PcbLib,,LRF1206-R020FI,Standard,Yes,0.8mm,1206,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Low Value Flat Chip Resistor,~~,05/11/10 00:00:00,~~,SchLib\Resistors.SchLib,,Standard,2,=Value,R1206_0R02_1%_0.5W_100PPM,Resistors SMD,~~,,~~,Resistor - 1%,~~,,09/03/12 00:00:00,No,TT Electronics,~~,,0R02,±1%,No,±100ppm/°C,~~,0R02,,0.5W,,,,,,,,,,,,,
89,,R1206_0R47_1%_0.5W_600PPM,R111,R1206_0R47_1%_0.5W_600PPM,RESC3216X65N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\R1206_PHYCOMP_LRC02P.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\R1206_PHYCOMP_LRC02P.pdf,Not Recommended,,Yes,,RESC3216X65N,PcbLib\Resistors SMD.PcbLib,,RL1206FR-7W0R47  (35051914707),Standard,Yes,0.65mm,1206,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Low Ohmique High Power Chip Resistor,~~,04/22/10 00:00:00,~~,SchLib\Resistors.SchLib,,Standard,2,=Value,R1206_0R47_1%_0.5W_600PPM,Resistors SMD,~~,,~~,Resistor - 1%,~~,,04/22/10 00:00:00,No,YAGEO PHYCOMP,~~,,0R47,±1%,No,±600ppm/°C,~~,0R47,,0.5W,,,,,,,,,,,,,
90,,R1206_1M_1%_0.25W_100PPM,R243 R244,R1206_1M_1%_0.25W_100PPM,RESC3216X65N,2,\\cern.ch\dfs\Applications\Altium\Datasheets\R1206_NIC_NRC.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\R1206_NIC_NRC.pdf,Preferred,,Yes,,RESC3216X65N,PcbLib\Resistors SMD.PcbLib,,R1206_1M_1%_0.25W_100PPM,Standard,Yes,~~,1206,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",General Purpose Thick Film Chip Resistor,~~,12/03/07 00:00:00,NRC12F1004TRF,SchLib\Resistors.SchLib,,Standard,2,=Value,R1206_1M_1%_0.25W_100PPM,Resistors SMD,0.65mm,,~~,Resistor - 1%,NIC COMPONENT,,03/13/08 00:00:00,No,GENERIC,~~,,1M,±1%,No,±100ppm/°C,~~,1M,,0.25W,,,,,,,,,,,,,
91,HDT0001 (Detector Switches),HDT0001,S1,HDT0001,HDT0001,1,https://www.ckswitches.com/media/1307/hdt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.mouser.com/Search/Refine.aspx?Keyword=611-HDT0001,611-HDT0001,C & K COMPONENTS,70417475,3,http://uk.rs-online.com/web/p/products/7931598,7931598,https://www.alliedelec.com/c-k-hdt0001/70417475/,HDT0001,
92,,SW_DIP_x01-Switch,SW1,SW_DIP_x01,SW_OMRON_A6SN-1101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OMRON_A6SN-1101,,,,,,,,,,,,,,,,,,,,,
93,"Push button switch, generic, two pins",SW_Push,SW2,SW_Push,PB_ALPS_SKHHLQA010,1,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Push button switch, generic, two pins",SW_Push,SW3,SW_Push,KSS241GLFS,1,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,88E1512-XX-NNP2I000,U4,88E1512-XX-NNP2I000,QFN50P800X800X100-57N-S437,1,\\cern.ch\dfs\Applications\Altium\Datasheets\88E1512-XX-NNP2I000.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\88E1512-XX-NNP2I000.pdf,~~,~~,Yes,~~,QFN50P800X800X100-57N-S437,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,88E1512-XX-NNP2I000,Standard,Yes,1mm,QFN56,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Alaska Integrated 10/100/1000 Mbps Energy Efficient Ethernet Transceiver,~~,01/21/15 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,57,=Device,88E1512-XX-NNP2I000,ICs And Semiconductors SMD,,,~~,88E1512-XX-NNP2I000,,~~,01/21/15 00:00:00,No,MARVELL  TECHNOLOGY,"QFN, 0.50mm Pitch, Square; 56 Pin, 8.00mm L X 8.00mm W X 1.00mm H Body (4.37mm X 4.37mm Thermal Tab), IPC Medium Density",,,,No,,,,88E1512-XX-NNP2I000,,No,,,,,,,,,,,,
96,,AD5662BRMZ-1,U16,AD5662BRMZ-1,SOP65P490X110-8N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\AD5662BRMZ-1.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\AD5662BRMZ-1.pdf,~~,~~,Yes,~~,SOP65P490X110-8N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,AD5662BRMZ-1,Standard,Yes,1.1mm,MSOP8,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","2.7V to 5.5V, 250uA, Rail-to-Rail Output 16-Bit nanoDAC",~~,01/10/11 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,8,=Device,AD5662BRMZ-1,ICs And Semiconductors SMD,,,~~,AD5662,,~~,01/10/11 00:00:00,No,ANALOG DEVICES,"SOP, 0.65mm, Pitch; 8 Pin, 3.0mm W X 3.0mm L X 1.10mm H Body, IPC Medium Density",,,,No,,,,AD5662BRMZ-1,,No,,,,,,,,,,,,
97,,AD5662BRMZ-1,U19,AD5662BRMZ-1,SOP65P490X110-8N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\AD5662BRMZ-1.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\AD5662BRMZ-1.pdf,~~,~~,Yes,~~,SOP65P490X110-8N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,AD5662BRMZ-1,Standard,Yes,1.1mm,MSOP8,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","2.7V to 5.5V, 250uA, Rail-to-Rail Output 16-Bit nanoDAC",~~,01/10/11 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,8,=Device,AD5662BRMZ-1,ICs And Semiconductors SMD,,,~~,AD5662,,~~,01/10/11 00:00:00,No,ANALOG DEVICES,"SOP, 0.65mm, Pitch; 8 Pin, 3.0mm W X 3.0mm L X 1.10mm H Body, IPC Medium Density",,,,No,,,,AD5662BRMZ-1,,No,,,,,,,,,,,,
98,,AG5300-AG5300,U40,AG5300,AG5300,1,https://www.silvertel.com/images/datasheets/Ag5300-datasheet-smallest-30W-Power-Over-Ethernet-Plus-Module-PoEplusPD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvertel,,14,,,,AG5300,
99,,CDCM61004RHBT,U20,CDCM61004RHBT,QFN50P500X500X100-33N-S355,1,\\cern.ch\dfs\Applications\Altium\Datasheets\CDCM61004RHBT.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\CDCM61004RHBT.pdf,~~,~~,Yes,~~,QFN50P500X500X100-33N-S355,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,CDCM61004RHBT,Standard,Yes,1mm,QFN32,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","Four Output, Integrated VCO, Low-Jitter Clock Generator",~~,08/25/10 00:00:00,,SchLib\Logic.SchLib,,Standard,33,=Device,CDCM61004RHBT,ICs And Semiconductors SMD,,,~~,CDCM61004RHB,,~~,11/21/11 00:00:00,No,TEXAS INSTRUMENTS,"QFN, (MO-220-VHHD-4) 0.50mm pitch,square; 8 pin X 8 pin, 5mm X 5mm X 1.00mm H body (w/thermal tab 3.5 X 3.5mm),  IPC Medium Density",,,,No,,,,CDCM61004RHBT,,No,,,,,,,,,,,,
100,,FOD817DSD,U41,FOD817DSD,FAIRCHILD_FOD817DSD,1,\\cern.ch\dfs\Applications\Altium\Datasheets\FOD817DSD.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\FOD817DSD.pdf,~~,~~,Yes,~~,FAIRCHILD_FOD817DSD,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,FOD817DSD,Standard,Yes,4.6mm,SOIC4,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",4-Pin High Operating Temperature Phototransistor Optocoupler,~~,07/21/14 00:00:00,,SchLib\Optocouplers.SchLib,,Standard,4,=Device,FOD817DSD,ICs And Semiconductors SMD,,,~~,Optocoupler Type7,,~~,07/21/14 00:00:00,No,FAIRCHILD SEMICONDUCTOR,"SOIC, 2.54mm Pitch, 4 Pin, Body 6.5mm W X 4.6mm L X 4.6mm H",,,,No,,,,FOD817DSD,,No,,,,,,,,,,,,
101,,FT4232H-56Q,U23,FT4232H-56Q,QFN50P800X800X100-57N-S620,1,\\cern.ch\dfs\Applications\Altium\Datasheets\FT4232H-56Q.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\FT4232H-56Q.pdf,~~,~~,Yes,~~,QFN50P800X800X100-57N-S620,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,FT4232H-56Q,Standard,Yes,1mm,QFN56,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Quad High Speed USB to Multipurpose UART/MPSSE IC,~~,10/11/16 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,57,=Device,FT4232H-56Q,ICs And Semiconductors SMD,,,~~,FT4232H-56Q,,~~,10/11/16 00:00:00,No,FUTURE TECHNOLOGY DEVICES INTERNATIONAL (FTDI),"QFN, 0.50mm Pitch, Square; 56 Pin, 8.00mm L X 8.00mm W X 1.00mm H body (6.1mm X 6.1mm Thermal tab), IPC Medium Density",,,,No,,,,FT4232H-56Q,,No,,,,,,,,,,,,
102,,INA219BIDCNT,U17,INA219BIDCNT,SOT65P280X145-8N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\INA219BIDCNT.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\INA219BIDCNT.pdf,~~,~~,Yes,~~,SOT65P280X145-8N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,INA219BIDCNT,Standard,Yes,1.45mm,SOT23-8,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","Zero-Drift, Bi-Directional CURRENT/POWER MONITOR with I2C™ Interface",~~,09/24/13 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,8,=Device,INA219BIDCNT,ICs And Semiconductors SMD,,,~~,INA219BIDCNT,,~~,09/24/13 00:00:00,No,TEXAS INSTRUMENTS,"SOT, 0.65mm pitch; 8 pin, 1.625mm W X 2.90mm L X 1.45mm H body, IPC Medium Density",,,,No,,,,INA219BIDCNT,,No,,,,,,,,,,,,
103,,INA219BIDCNT,U32,INA219BIDCNT,SOT65P280X145-8N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\INA219BIDCNT.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\INA219BIDCNT.pdf,~~,~~,Yes,~~,SOT65P280X145-8N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,INA219BIDCNT,Standard,Yes,1.45mm,SOT23-8,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","Zero-Drift, Bi-Directional CURRENT/POWER MONITOR with I2C™ Interface",~~,09/24/13 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,8,=Device,INA219BIDCNT,ICs And Semiconductors SMD,,,~~,INA219BIDCNT,,~~,09/24/13 00:00:00,No,TEXAS INSTRUMENTS,"SOT, 0.65mm pitch; 8 pin, 1.625mm W X 2.90mm L X 1.45mm H body, IPC Medium Density",,,,No,,,,INA219BIDCNT,,No,,,,,,,,,,,,
104,,LM336M-2.5-clocks-SchDoc-cache,U14,LM336M-2.5,SOIC127P600X175-8N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,LM75B-Sensor_Temperature,U28 U29,LM75AIMM/NOPB,SOP65P490X109-8N,2,http://www.ti.com/lit/ds/symlink/lm75b.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LM75AIMM/NOPB,,,,,,,,,,,,,,,,,,,,,
106,,LP5951-clocks-SchDoc-cache,U13,LP5951MF-3.0/NOPB,SOT95P284X122-5N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP5951MF-3.0/NOPB,,,,,,,,,,,,,,,,,,,,,
107,,"LPC1776FET180,551-lpc1776fet180,551",U2,"LPC1776FET180,551",BGA180C80P14X14_1200X1200X120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LPC1776FET180,551",,,,,,,,,,,,,,,,,,,,,
108,,M93C46-WMN6TP,U21,M93C46-WMN6TP,SOIC127P600X175-8N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\M93C46-WMN6TP.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\M93C46-WMN6TP.pdf,~~,~~,Yes,~~,SOIC127P600X175-8N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,M93C46-WMN6TP,Standard,Yes,1.75mm,SOIC8,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",1Kbit (128 x 8 bit or 64 x 16 bit) MICROWIRE® Serial Access EEPROM,~~,11/15/12 00:00:00,,SchLib\Logic.SchLib,,Standard,8,=Device,M93C46-WMN6TP,ICs And Semiconductors SMD,,,~~,M93C46-WMN6TP,,~~,11/15/12 00:00:00,No,ST MICROELECTRONICS,"SOIC 8, Pitch 1.27mm - Body 4x5mm, IPC Medium Density",,,,No,,,,M93C46-WMN6TP,,No,,,,,,,,,,,,
109,,MAX6639AEE+,U27,MAX6639AEE+,SOP63P600X175-16N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\MAX6639AEE+.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\MAX6639AEE+.pdf,~~,~~,Yes,~~,SOP63P600X175-16N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,MAX6639AEE+,Standard,Yes,1.75mm,SSOP16,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",~~,08/15/12 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,16,=Device,MAX6639AEE+,ICs And Semiconductors SMD,,,~~,MAX6639AEE+,,~~,08/15/12 00:00:00,No,MAXIM,"SOP, 0.635mm pitch; 16 pin, 3.9mm W X 4.895mm L X 1.75mm H Body, IPC Medium Density",,,,No,,,,MAX6639AEE+,,No,,,,,,,,,,,,
110,,MC78L05ACDG,U12,MC78L05ACDR2G,SOIC127P600X175-8N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\MC78L05ACDG.pdf,CERN DEM JLC,~~,\\cern.ch\dfs\Applications\Altium\Datasheets\MC78L05ACDG.pdf,~~,~~,Yes,~~,SOIC127P600X175-8N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,MC78L05ACDG,Standard,Yes,1.75mm,SOIC8,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",5V 100mA Positive Voltage Regulators,~~,03/26/09 00:00:00,,SchLib\Regulators.SchLib,,Standard,8,=Device,MC78L05ACDG,ICs And Semiconductors SMD,,,~~,78xx_SOIC,,~~,03/26/09 00:00:00,No,ON SEMICONDUCTOR,"SOIC 8, Pitch 1.27mm, Body 4x5mm, IPC Medium Density",,,,No,,,,MC78L05ACDG,,No,,,,,,,,,,,,
111,,MT41K512M16HA-125_E,U3,MT41K512M16HA-125_E,BGA96C80P9X16_900X1400X120,1,\\cern.ch\dfs\Applications\Altium\Datasheets\MT41K512M16HA-125-E.pdf,CERN DEM BC,,\\cern.ch\dfs\Applications\Altium\Datasheets\MT41K512M16HA-125-E.pdf,~~,~~,Yes,~~,BGA96C80P9X16_900X1400X120,PcbLib\ICs And Semiconductors SMD_BGA.PcbLib,~~,MT41K512M16HA-125:E,Standard,Yes,1.2mm,BGA96,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","+1.35V, 8Gb (64 Meg x 16 x 8 banks) DDR3L SDRAM",~~,10/05/15 00:00:00,,SchLib\Logic.SchLib,,Standard,96,=Device,MT41K512M16HA-125:E,ICs And Semiconductors SMD_BGA,,,~~,MT41K512M16HA-125:E,,~~,10/05/15 00:00:00,No,MICRON TECHNOLOGY,"BGA 0.8mm, Pitch, Square 96 Pin, 9 Columns x 16 Rows, Body 14mm X 9mm X 1.2mm H",,,,No,,,,MT41K512M16HA-125:E,,No,,,,,,,,,,,,
112,,NC7SZ66P5X,U7 U10,NC7SZ66P5X,SOT65P210X110-5N,2,\\cern.ch\dfs\Applications\Altium\Datasheets\NC7SZ66P5X.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\NC7SZ66P5X.pdf,~~,~~,Yes,~~,SOT65P210X110-5N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,NC7SZ66P5X,Standard,Yes,1.1mm,SOT353,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Low Voltage Single SPST Normally Open Bus Switch,~~,07/07/14 00:00:00,,SchLib\Standard Logic.SchLib,,Standard,5,=Device,NC7SZ66P5X,ICs And Semiconductors SMD,,,~~,NC7SZ66P5X,,~~,07/07/14 00:00:00,No,FAIRCHILD SEMICONDUCTOR,"SOT353, SC70-5, SOT, 0.65mm Pitch, 5 pin, 1.25mm W X 2.00mm L X 1.10mm H, IPC Medium Density",,,,No,,,,NC7SZ66P5X,,No,,,,,,,,,,,,
113,,NCP186AMX120TAG-powerMG,U37,NCP186AMX120TAG,SOIC-8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCP186AMX120TAG,,,,,,,,,,,,,,,,,,,,,
114,,NCP186AMX120TAG-powerMG,U36,NCP186AMX180TAG,SOIC-8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCP186AMX180TAG,,,,,,,,,,,,,,,,,,,,,
